date,temperature_2m_mean
1975-06-05 00:00:00+00:00,50.26521
1975-06-06 00:00:00+00:00,54.930202
1975-06-07 00:00:00+00:00,57.5927
1975-06-08 00:00:00+00:00,60.8252
1975-06-09 00:00:00+00:00,63.18395
1975-06-10 00:00:00+00:00,61.537704
1975-06-11 00:00:00+00:00,61.170208
1975-06-12 00:00:00+00:00,66.10895
1975-06-13 00:00:00+00:00,65.317696
1975-06-14 00:00:00+00:00,59.3402
1975-06-15 00:00:00+00:00,60.258957
1975-06-16 00:00:00+00:00,61.485195
1975-06-17 00:00:00+00:00,60.4352
1975-06-18 00:00:00+00:00,60.870197
1975-06-19 00:00:00+00:00,62.81645
1975-06-20 00:00:00+00:00,66.55145
1975-06-21 00:00:00+00:00,70.49268
1975-06-22 00:00:00+00:00,72.43896
1975-06-23 00:00:00+00:00,72.405205
1975-06-24 00:00:00+00:00,72.067696
1975-06-25 00:00:00+00:00,64.31269
1975-06-26 00:00:00+00:00,63.9752
1975-06-27 00:00:00+00:00,60.900204
1975-06-28 00:00:00+00:00,58.75145
1975-06-29 00:00:00+00:00,56.272694
1975-06-30 00:00:00+00:00,57.65645
1975-07-01 00:00:00+00:00,59.8352
1975-07-02 00:00:00+00:00,66.89645
1975-07-03 00:00:00+00:00,66.9002
1975-07-04 00:00:00+00:00,67.83395
1975-07-05 00:00:00+00:00,66.405205
1975-07-06 00:00:00+00:00,65.910194
1975-07-07 00:00:00+00:00,68.178955
1975-07-08 00:00:00+00:00,71.96271
1975-07-09 00:00:00+00:00,74.62145
1975-07-10 00:00:00+00:00,72.277695
1975-07-11 00:00:00+00:00,72.2027
1975-07-12 00:00:00+00:00,69.9977
1975-07-13 00:00:00+00:00,69.22145
1975-07-14 00:00:00+00:00,72.31519
1975-07-15 00:00:00+00:00,72.63395
1975-07-16 00:00:00+00:00,68.65895
1975-07-17 00:00:00+00:00,67.1177
1975-07-18 00:00:00+00:00,68.9477
1975-07-19 00:00:00+00:00,64.590195
1975-07-20 00:00:00+00:00,61.50395
1975-07-21 00:00:00+00:00,60.91894
1975-07-22 00:00:00+00:00,64.1177
1975-07-23 00:00:00+00:00,69.1727
1975-07-24 00:00:00+00:00,65.75269
1975-07-25 00:00:00+00:00,60.232697
1975-07-26 00:00:00+00:00,60.011444
1975-07-27 00:00:00+00:00,61.256454
1975-07-28 00:00:00+00:00,65.4002
1975-07-29 00:00:00+00:00,68.130196
1975-07-30 00:00:00+00:00,68.441444
1975-07-31 00:00:00+00:00,68.01394
